name,variant,api_name,release_date,knowledge_cutoff,input_modalities,output_modalities,input_max_tokens,output_max_tokens,location,model_features,price_input_text,price_input_audio,price_input_video,price_input_image,price_output_text,price_output_audio,price_output_video,price_output_image,sdks,adk
gemini-2.0-flash-live,gemini-2.0-flash-live-preview-04-09,"April 9, 2025",June 2024,Audio;Video,Audio,Audio,32768,8192,"Global;US-Region (US-West1,..);Europe (Europe-west1,..)",Live API;Code execution;System instructions;Function calling;Grounding with Google Search,0.5,3.0,3.0,,2.0,12.0,,,,Python:google-genai 1.39.1;Go:go-genai 1.26.0;NodeJS:@google-genai 1.29.0;Java:google-genai 1.18.0,Python:google-adk 1.15.1;Java:google-adk 0.3
gemini-2.5-pro,gemini-2.5-pro-preview-05-15,"May 15, 2025",September 2024,Text;Audio;Video;Image,Text;Audio;Video;Image,Text;Audio;Video;Image,1048576,16384,"Global;US-Region (US-West1,..);Europe (Europe-west1,..)",Live API;Code execution;System instructions;Function calling;Grounding with Google Search,1.0,4.0,4.0,2.0,3.0,16.0,16.0,8.0,Python:google-adk 1.16.0;Java:google-adk 0.4,Python:google-genai 1.40.0;Go:go-genai 1.27.0;NodeJS:@google-genai 1.30.0;Java:google-genai 1.19.0
